Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R;CCI;ATR;UO;;;;;;;
0;20110920;1196.75;1196;1214.5;1185.25;-0.1500;-0.001461073;24.5;1191.079139;1193.711285;-2.632146092;-8.412759564;5.780613472;2.3341E-06;2.74339E-06;2.24599E-06;50.15428061;50.28692064;50.377506;0.00109051;0.294926788;0.826093657;32.23441343;-33.66583541;57.02386587;34.45008082;68.50268552;;;;;;;
0;20110921;1196.75;1155.75;1203.75;1155;-3.3700;-0.033653846;-32.75;1185.643887;1190.899338;-5.25545123;-7.781297897;2.525846667;-3.05988E-06;2.53438E-08;-2.1662E-07;50.24479737;50.27793448;50.41712702;0.284860767;0.273749696;0.859683099;31.71406902;-73.48484848;-47.55476295;35.47150362;56.78802783;;;;;;;
1;20110922;1155.25;1123.5;1159;1106.75;-2.7900;-0.027903958;-87.75;1176.083289;1185.906795;-9.823505669;-8.189739451;-1.633766218;-4.64776E-06;-1.73436E-06;1.70984E-07;50.51025951;50.48493922;50.41712702;1;0.761584083;0.925592983;31.23089208;-84.77134285;-183.2334771;36.66996765;50.28661156;;;;;;;
1;20110923;1124.25;1129.75;1138.5;1102;0.5600;0.005562973;-86.99;1168.955091;1181.747032;-12.79194142;-9.110179845;-3.681761574;-2.05813E-06;-9.31009E-07;-8.47604E-07;50.25368174;50.29991665;50.3587962;0.27993682;0.325553637;0.872350678;30.78222777;-75.81488583;-176.2223757;36.6578271;49.55406791;;;;;;;
1;20110926;1122;1158.5;1159;1115;2.5400;0.025448108;-39.25;1167.346615;1180.02503;-12.67841454;-9.823826784;-2.854587756;-2.01751E-07;-4.99386E-07;-2.97501E-07;50.23690626;50.22034331;50.3312767;0.232857903;0.138028405;0.847231854;29.11220083;-50.75823601;-103.3537751;37.18226802;53.2823113;;;;;;;
0;20110927;1157.5;1169.5;1190;1155;0.9500;0.009495037;-26.5;1167.677905;1179.245398;-11.56749274;-10.17255998;-1.394932769;5.60538E-09;-1.2521E-06;-5.50882E-07;50.22983952;50.14208449;50.28748427;0.212256698;0;0.80725967;29.06857635;-41.17134391;-19.16346779;37.02639173;51.80293214;;;;;;;
1;20110928;1169;1148.75;1181.75;1143.5;-1.7700;-0.017742625;-7;1164.76592;1176.98648;-12.2205598;-10.58215994;-1.638399857;-2.80204E-06;-1.92987E-06;-9.24352E-07;50.27328659;50.27425833;50.3457453;0.334306267;0.385509744;0.860438278;29.0280679;-59.25570856;-53.51410459;37.11379232;47.37063376;;;;;;;
0;20110929;1148.25;1156.25;1170.75;1133.5;0.6500;0.006528836;32.75;1163.455778;1175.450444;-11.99466578;-10.86466111;-1.130004673;-3.87471E-06;-2.10165E-06;-6.75732E-07;50.03857545;50.20454382;50.34564732;0;0.182174337;0.860348848;28.99045292;-52.71919121;-61.19607862;37.12352144;48.85421071;;;;;;;
0;20110930;1157.25;1126;1159.75;1121.5;-2.6200;-0.026162162;-3.75;1157.693351;1171.787448;-14.09409735;-11.51054836;-2.583548997;-6.70479E-06;-2.71817E-06;-3.11604E-07;49.90356016;50.37052898;50.37072522;0;0.666301101;0.88323906;28.95552472;-79.0831445;-107.9391388;37.2039842;48.85154187;;;;;;;
1;20111003;1124;1086.25;1133;1085.2;-3.5300;-0.035301954;-72.25;1146.702066;1165.451341;-18.74927483;-12.95829365;-5.790981177;-8.76324E-06;-3.2164E-06;-8.83008E-07;50.30801941;50.60404599;50.42490698;0.666655153;1;0.932694255;28.92309139;-99.20176372;-184.4536201;37.96084247;43.18377657;;;;;;;
1;20111004;1087.5;1113.5;1119.75;1068;2.5100;0.025086306;-56;1141.594056;1161.603093;-20.00903752;-14.36844243;-5.640595098;-6.16464E-06;-1.82881E-06;-9.04496E-08;50.38376108;50.37521256;50.28066033;0.791497335;0.504648266;0.801031017;28.89297473;-69.40970822;-158.5637885;38.94578229;46.39015038;;;;;;;
1;20111005;1114.5;1135;1141.25;1106.5;1.9300;0.019308487;-13.75;1140.579586;1159.632494;-19.05290815;-15.30533557;-3.747572582;-1.38158E-06;-2.2487E-06;-4.43323E-07;50.49947569;50.14038145;50.24940828;0.982225429;0;0.772505252;30.16685069;-54.95495495;-79.46321257;38.64608356;45.29775138;;;;;;;
0;20111006;1135;1157.5;1160.5;1129;1.9800;0.019823789;1.25;1143.182726;1159.474531;-16.29180499;-15.50262946;-0.789175537;2.76862E-06;-8.71309E-07;-1.99405E-07;50.5600269;49.95639716;50.23010549;1;0;0.754886351;31.87581609;-38.90784983;-20.84778855;38.13564902;49.343968;;;;;;;
1;20111007;1157.25;1155;1173.75;1144.75;-0.2200;-0.002159827;29;1145.000769;1159.143085;-14.14231614;-15.23056679;1.088250657;2.10597E-06;4.64191E-08;9.48873E-08;50.4253801;50.08978062;50.23394595;0.794891663;0.205950288;0.758391785;33.77221097;-40.61433447;3.769868041;37.48310266;52.18900391;;;;;;;
0;20111010;1157.75;1191;1192.25;1156.5;3.1200;0.031168831;104.75;1152.077573;1161.502856;-9.425282801;-14.06950999;4.644227193;2.52265E-06;1.1632E-06;5.17043E-07;50.54301203;50.41230343;50.25391407;0.97408114;0.703940536;0.776617977;34.32619256;-9.392265193;57.69971447;37.46645247;56.92788841;;;;;;;
1;20111011;1190.5;1189.5;1194.75;1180.75;-0.1300;-0.001259446;76;1157.83487;1163.576719;-5.741848903;-12.40397778;6.662128873;1.62171E-06;8.1361E-07;-2.80128E-07;50.20835606;50.28844929;50.16693307;0.464297551;0.512703973;0.697224804;35.38715336;-4.142011834;72.85639764;35.79027729;60.74500741;;;;;;;
0;20111012;1187.5;1198.25;1216;1180.75;0.7400;0.007356032;63.25;1164.052582;1166.14511;-2.09252777;-10.34168777;8.249160005;3.70448E-06;5.09097E-07;1.39238E-09;50.42205761;50.33693358;50.2643761;0.789830497;0.587565976;0.786167348;35.20107401;-11.99324324;92.50148807;35.75168606;65.53583644;;;;;;;
1;20111013;1198.5;1198;1204.25;1185.25;-0.0200;-0.000208638;40.5;1169.275262;1168.504731;0.770530414;-8.119244137;8.889774551;3.14286E-06;-2.9841E-07;-3.04652E-07;50.17532468;50.2024255;50.1488516;0.41398063;0.37987923;0.680720677;35.14569842;-12.16216216;88.26417147;34.55513705;63.95003544;;;;;;;
0;20111014;1197.5;1219.25;1221.5;1193;1.7700;0.017737896;64.25;1176.963683;1172.26364;4.70004289;-5.555386731;10.25542962;6.68866E-06;2.48328E-07;5.56032E-07;50.25568462;50.3655539;50.27137118;0.208888685;0.631757092;0.752653279;34.21382991;-1.465798046;125.9152647;34.12262726;66.44927055;;;;;;;
1;20111017;1218.25;1194;1230.75;1193.5;-2.0700;-0.020709453;3;1179.584655;1173.873741;5.710913999;-3.302126585;9.013040584;8.05226E-06;3.9921E-08;7.33326E-07;49.68040087;50.22513178;50.23333355;0;0.414938778;0.643261599;32.90992838;-22.58064516;109.3281489;34.34601103;55.19366966;;;;;;;
0;20111018;1194;1223;1229.75;1185.5;2.4300;0.024288107;33.5;1186.263939;1177.512723;8.751215705;-0.891458127;9.642673832;7.79606E-06;1.09168E-06;1.48864E-06;50.06764473;50.34501239;50.29792837;0.440236931;0.600040044;0.660102752;31.69916266;-4.761904762;120.1582674;35.05343881;62.533958;;;;;;;
1;20111019;1222.75;1206.5;1227.25;1201.5;-1.3500;-0.013491415;8.25;1189.377179;1179.659929;9.717250196;1.230283537;8.486966659;5.18408E-06;1.94219E-06;3.17735E-07;50.19275897;50.2508731;50.20084659;0.582472643;0.454684584;0.360337585;31.12498526;-14.90015361;105.1116143;34.38890747;57.30671969;;;;;;;
1;20111020;1206.75;1210;1216.25;1192.5;0.2900;0.002900953;12;1192.549921;1181.907341;10.64257921;3.112742672;7.529836539;3.7705E-06;3.2095E-06;7.01164E-07;50.41094747;50.19970067;50.2773757;0.846901407;0.375671967;0.36742826;30.59182053;-12.74961598;83.6807482;33.62898551;57.36366551;;;;;;;
1;20111021;1208.75;1235.25;1235.75;1208;2.0900;0.020867769;16;1199.119164;1185.858649;13.26051415;5.142296967;8.11821718;5.55763E-06;3.76339E-06;1.88148E-06;50.32765626;49.96573925;50.33459683;0.750344332;0.02049125;0.531013628;29.08382244;-0.298062593;114.0317859;33.20905797;61.50462099;;;;;;;
0;20111024;1229.75;1247;1252.5;1226.75;0.9500;0.009512244;53;1206.485446;1190.387638;16.09780774;7.333399122;8.764408617;3.76857E-06;3.08896E-06;1.99683E-06;50.51929933;50.27621998;50.43293605;1;0.701510036;0.812148514;28.36982729;-3.767123288;130.0300875;32.67626812;62.0085584;;;;;;;
1;20111025;1247;1224.5;1254.5;1222.25;-1.8000;-0.018043304;1.5;1209.256916;1192.91448;16.34243596;9.13520649;7.207229473;2.46715E-06;2.02125E-06;1.34928E-06;50.33722906;50.32379632;50.35135057;0.782965063;0.805865569;0.578909679;27.60436589;-23.90438247;101.3135734;32.64582039;53.81860243;;;;;;;
1;20111026;1225;1237.5;1242.5;1216.5;1.0600;0.010616578;31;1213.602006;1196.217111;17.3848947;10.78514413;6.599750571;2.70471E-06;3.14584E-06;1.2302E-06;50.47068086;50.52951707;50.41203647;0.942044867;1;0.752400207;26.8935803;-15.48974943;89.42155394;32.17111894;60.42007958;;;;;;;
0;20111027;1238;1282.5;1289.25;1237.5;3.6400;0.036363636;72.5;1224.201697;1202.608436;21.59326101;12.94676751;8.646493504;5.46144E-06;4.19861E-06;1.63465E-06;50.5731566;50.50591665;50.50001449;1;0.958138794;1;25.78041866;-5.084745763;143.2152302;33.56961044;62.53408476;;;;;;;
0;20111028;1282.25;1281;1284.25;1272.75;-0.1200;-0.001169591;45.75;1232.939898;1208.415219;24.52467894;15.26234979;9.262329142;3.99184E-06;5.17904E-06;1.48819E-06;50.25770147;50.32712011;50.29894697;0.646650123;0.640998715;0.427423788;24.45566951;-7.603686636;148.5483852;31.9932097;66.67118437;;;;;;;
0;20111031;1280;1249.25;1280.75;1245.25;-2.4800;-0.024785324;2.25;1235.449144;1211.440017;24.00912684;17.0117052;6.997421635;3.76703E-06;5.73158E-06;1.28111E-06;49.97773427;50.12315323;50.22095772;0;0.279212797;0.205335269;23.2255453;-36.86635945;106.7449935;32.26155186;59.35885462;;;;;;;
1;20111101;1247.5;1224.5;1248;1208.5;-1.9800;-0.019811887;0;1233.76466;1212.407423;21.357237;17.88081156;3.476425434;2.41704E-07;4.01411E-06;8.07463E-07;50.10687208;50.22269292;50.17790249;0.216884382;0.455771151;0.082727681;22.0832871;-62.25961538;37.88923568;32.86786959;53.26035691;;;;;;;
1;20111102;1223.5;1234.25;1238.75;1216.5;0.8000;0.007962434;-3.25;1233.839328;1214.025392;19.81393599;18.26743645;1.546499539;1.978E-06;3.52276E-06;1.92501E-06;49.92499351;50.12439755;50.18631532;0;0.281419902;0.106684745;21.32140584;-53.01204819;36.47864137;32.10945033;55.02159134;;;;;;;
0;20111103;1234.25;1255.75;1259.75;1213.5;1.7400;0.017419486;-26.75;1237.210201;1217.116104;20.09409689;18.63276854;1.461328357;3.1003E-06;3.36672E-06;3.09515E-06;50.07811913;50.21650315;50.14992918;0.23624551;0.444792059;0.00306861;19.88272321;-32.28915663;63.38028169;33.11948959;63.2426584;;;;;;;
1;20111104;1255.75;1251;1258.75;1234.5;-0.3800;-0.0037826;-30;1239.331708;1219.626022;19.70568624;18.84735208;0.858334165;1.14162E-06;3.31464E-06;2.85788E-06;50.10710925;50.02415043;50.13498542;0.280972102;0.103606738;0;19.16269577;-36.86746988;71.66663431;32.48595462;63.51014771;;;;;;;
1;20111107;1253.25;1257.5;1259.5;1232;0.5200;0.005195843;8.25;1242.12683;1222.431502;19.6953282;19.0169473;0.678380896;7.92467E-07;2.26478E-06;2.30627E-06;50.14902682;50.11089914;50.25587172;0.345643438;0.257477126;0.331168982;18.46149299;-32.81653747;70.1754386;32.129815;63.29013008;;;;;;;
0;20111108;1257.5;1273.25;1275.25;1248.5;1.2500;0.012524851;48.75;1246.91501;1226.195835;20.71917499;19.35739284;1.361782153;3.18346E-06;2.77807E-06;2.35706E-06;50.10673201;50.04131872;50.38193074;0.280390081;0.134058972;0.676508656;18.39098097;-16.5374677;111.866969;31.7455425;65.06152636;;;;;;;
1;20111109;1273.25;1225.5;1274;1222.75;-3.7500;-0.037502454;-8.75;1243.620393;1226.144292;17.4761014;18.98113455;-1.505033153;-6.18981E-07;1.0561E-06;1.91144E-06;50.28720731;50.20536967;50.2587226;0.558831268;0.425044063;0.338978994;18.32550553;-78.46153846;22.40257563;33.13871804;59.70700866;;;;;;;
1;20111110;1226.25;1237.5;1245;1218.25;0.9800;0.009791922;-18.25;1242.678794;1226.985455;15.69333888;18.32357542;-2.630236537;-2.76019E-06;1.44993E-06;1.9808E-06;50.1080908;50.21098103;50.35700189;0.505495069;0.369693179;0.608215878;18.2647069;-64.08668731;-10.98810988;32.68238104;64.66631437;;;;;;;
0;20111111;1237.5;1261.5;1264.75;1233.75;1.9400;0.019393939;10.5;1245.574364;1229.542088;16.03227606;17.86531555;-1.833039482;-1.07759E-06;1.48798E-06;3.14687E-06;50.31573841;50.24711285;50.27690688;1;0.441189421;0.388794964;17.21641022;-34.36532508;59.91093185;32.56221096;65.88549854;;;;;;;
1;20111114;1264.25;1252.5;1270.75;1243.5;-0.7100;-0.007134364;-5;1246.639847;1231.242674;15.39717242;17.37168692;-1.974514499;3.23926E-07;2.04059E-06;3.91912E-06;50.2993311;50.15340296;49.99160909;0.958010186;0.255759926;0;16.65016692;-45.51083591;62.76928578;32.18276732;58.64595693;;;;;;;
0;20111115;1251.5;1254;1262.25;1234;0.1200;0.001197605;-19.25;1247.772178;1232.928402;14.84377587;16.86610471;-2.022328844;1.99894E-06;1.11748E-06;3.27943E-06;50.20815748;50.19445542;50.15098031;0.724677343;0.35350131;0.313472708;16.12436957;-43.65325077;33.45810538;31.90185537;58.99637662;;;;;;;
0;20111116;1254.5;1231;1258.75;1230.5;-1.8300;-0.018341308;5.5;1245.191843;1232.785558;12.40628539;15.97414085;-3.567855455;-1.00494E-07;9.41366E-07;2.32121E-06;50.33212056;50.16868228;50.24662631;1;0.477050534;0.501602101;15.63612917;-70.2970297;-21.01579874;31.64100856;52.28237587;;;;;;;
0;20111117;1231.25;1214.75;1241.75;1206.5;-1.3200;-0.01320065;-22.75;1240.508482;1231.44959;9.058892166;14.59109111;-5.532198944;-2.62253E-06;2.91205E-07;1.44606E-06;50.43745234;50.35945415;50.35326871;1;1;0.711360698;15.18276309;-88.88888889;-127.7219152;31.89879366;46.34761795;;;;;;;
0;20111118;1215;1214;1229.75;1208.75;-0.0600;-0.000617411;-47.5;1236.430254;1230.157028;6.273226339;12.92751816;-6.654291817;-2.36343E-06;-5.93507E-07;1.4893E-06;50.5876907;50.46155173;50.26714812;1;1;0.541967155;14.87855021;-89.09090909;-139.580913;31.1203084;49.39984402;;;;;;;
0;20111121;1208;1190.75;1209;1180.5;-1.9200;-0.019151565;-61.75;1229.402523;1227.237989;2.164534008;10.77492133;-8.610387318;-4.45429E-06;-1.8087E-06;1.09732E-07;50.70916321;50.55969343;50.37831405;1;1;0.760623236;14.59606682;-89.18205805;-213.6405193;31.29028637;43.93437303;;;;;;;
0;20111122;1190.75;1182.75;1199;1179.25;-0.6700;-0.006718455;-71.25;1222.225212;1223.942582;-1.717370627;8.276462936;-9.993833563;-6.11141E-06;-1.34218E-06;-4.33769E-08;50.71156602;50.73282334;50.38751302;1;1;0.778717;14.33376082;-96.35416667;-199.1789354;30.4659802;37.048646;;;;;;;
0;20111123;1182.75;1160;1185;1158.5;-1.9200;-0.019234834;-71;1212.652102;1219.206095;-6.553992542;5.31037184;-11.86436438;-4.65648E-06;-2.6552E-06;-8.08333E-07;50.90465187;50.87370125;50.53021462;1;1;1;14.09019095;-98.71520343;-212.8640025;30.1826959;32.60013326;;;;;;;
1;20111125;1160.25;1153.5;1173.75;1147.5;-0.5600;-0.005603448;-61.25;1203.551779;1214.338977;-10.78719783;2.090857906;-12.87805574;-6.01738E-06;-4.48929E-06;-9.68785E-07;51.17680717;51.0977841;50.58732396;1;1;1;13.86401894;-95.30332681;-197.1288515;29.90178905;27.24778015;;;;;;;
1;20111128;1172;1191;1196.25;1169.25;3.2500;0.032509753;-23;1201.620736;1212.610164;-10.98942764;-0.525199203;-10.46422844;-4.72667E-06;-2.93402E-06;-5.24851E-07;50.46634932;50.83190254;50.54677301;0.266548202;0.748329131;0.931928931;13.73362484;-65.94911937;-107.2624351;30.81951841;39.91723676;;;;;;;
1;20111129;1190.75;1196.5;1206;1186.25;0.4600;0.004617968;5.75;1200.83293;1211.416818;-10.58388772;-2.536936906;-8.046950811;-3.72272E-06;-1.69182E-06;1.83159E-07;50.4455208;50.52142255;50.4544468;0.245045568;0.389693915;0.776945024;13.04641083;-61.26482213;-69.39700543;30.02883852;41.80608011;;;;;;;
0;20111130;1195;1246;1246.75;1183;4.1400;0.041370664;63.25;1207.78171;1213.978535;-6.196824955;-3.268914516;-2.927910439;-3.50665E-07;8.30553E-07;6.3288E-07;50.39054181;50.64124264;50.48534476;0.069163214;0.516570748;0.828812055;13.83763534;-20.0811359;5.600430802;32.43749291;53.9552686;;;;;;;
0;20111201;1243.75;1243.5;1251;1235.75;-0.2000;-0.002006421;83.5;1213.276832;1216.16531;-2.888478631;-3.192827339;0.304348708;9.62252E-07;4.31384E-07;9.42019E-07;50.35313216;50.51446879;50.43474728;0;0.382330622;0.743876321;13.55851781;-22.10953347;49.75423496;31.20981485;56.2004286;;;;;;;
1;20111202;1243.5;1243.5;1262.75;1242;0.0000;0;90;1217.92655;1218.190102;-0.263552268;-2.606972325;2.343420057;2.02382E-06;-2.69038E-07;8.64256E-07;50.42500781;50.35285633;50.47973069;0.087262141;0.211200077;0.81938797;12.81447815;-22.10953347;63.51196072;30.46268521;54.03740643;;;;;;;
0;20111205;1248;1255;1266.25;1248;0.9200;0.00924809;64;1223.630158;1220.916761;2.713396333;-1.542898593;4.256294926;2.79137E-06;2.52579E-07;5.47713E-07;50.74795752;50.61218184;50.5080728;0.479346046;0.477342257;0.866964609;12.3507959;-9.473684211;79.02610131;29.91177913;58.68753348;;;;;;;
1;20111206;1253.25;1255;1265.75;1245.25;0.0000;0;58.5;1228.456287;1223.441446;5.014841575;-0.23135056;5.246192134;4.3174E-06;4.5573E-08;2.95064E-07;50.77246644;50.48212834;50.50490076;0.509101616;0.337364592;0.861639845;11.92023382;-9.473684211;75.01074213;29.23950919;61.36772756;;;;;;;
0;20111207;1255.5;1264;1268;1244;0.7200;0.007171315;18;1233.924551;1226.445783;7.478767715;1.310673095;6.16809462;5.38553E-06;-1.66521E-07;9.57905E-07;50.92777816;50.74899471;50.53917628;0.697661083;0.531780926;0.919176634;11.41348045;-3.319502075;84.93043065;28.86525853;60.90780183;;;;;;;
1;20111208;1263.75;1236;1272;1230.75;-2.2200;-0.022151899;-7.5;1234.243851;1227.153503;7.090347823;2.466608041;4.623739782;5.27152E-06;4.50684E-07;9.58818E-08;50.39934467;50.68553607;50.53009776;0.056105264;0.446593283;0.903936923;10.74635581;-28.91566265;53.00933046;29.74988292;54.54621339;;;;;;;
0;20111209;1235.5;1258.75;1260.5;1228.5;1.8400;0.018406149;15.25;1238.014027;1229.493984;8.520043373;3.677295107;4.842748266;7.08366E-06;7.84712E-07;-3.81389E-07;49.90824761;50.83946425;50.49344329;0;0.653228325;0.842406697;10.12688293;-10.64257028;57.09250748;29.91060557;51.92090437;;;;;;;
0;20111212;1256;1235.25;1260.5;1226;-1.8700;-0.018669315;-19.75;1237.588792;1229.920356;7.668436829;4.475523452;3.192913377;3.07521E-06;-7.4107E-07;-8.60876E-07;50.11682714;50.68474414;50.55598043;0.204583887;0.445530185;0.947385006;9.551658112;-29.51807229;38.54007147;30.23841946;49.81075471;;;;;;;
0;20111213;1235;1226.25;1249.75;1218.5;-0.7300;-0.007285974;-28.75;1235.844363;1229.648477;6.195885413;4.819595844;1.376289569;2.12702E-06;-7.52691E-07;-3.91507E-07;50.41521363;50.5344084;50.58747841;0.497254365;0.243717679;1;9.017520782;-36.74698795;19.94030609;30.31067521;49.902485;;;;;;;
1;20111214;1226;1212.5;1232.5;1209;-1.1200;-0.011213048;-51.5;1232.252922;1228.37822;3.874702561;4.630617187;-0.755914626;-2.18566E-06;-1.27301E-06;-1.59553E-07;50.57330468;50.35415216;50.60392773;0.652316964;0.001739531;1;8.521536119;-47.79116466;-10.63311377;29.82419841;45.26407823;;;;;;;
1;20111215;1212.75;1218;1227;1204.5;0.4500;0.004536082;-18;1230.060165;1227.609463;2.450702291;4.194634208;-1.743931917;-1.63864E-06;-3.2812E-07;-2.52602E-07;50.43282942;50.04160831;50.57881823;0.514532698;0;0.958992761;8.060978932;-52.55474453;-11.7596894;29.30104138;46.17436862;;;;;;;
0;20111216;1218.25;1225.05;1229.25;1217.25;0.5800;0.005788177;-33.7;1229.28937;1227.419873;1.869497496;3.729606866;-1.86010937;-1.15672E-06;4.48791E-07;-5.67634E-07;50.33702046;50.14006089;50.53131086;0.420559101;0.123396427;0.881406731;8.440958891;-52.75280899;7.61109939;28.06525271;41.25206785;;;;;;;
1;20111219;1212;1199;1219.75;1195.5;-2.1300;-0.021264438;-36.25;1224.629467;1225.314697;-0.685229879;2.846639517;-3.531869396;-3.72668E-06;-4.02469E-07;-1.06598E-06;50.39886329;50.38564575;50.60271753;0.481217241;0.431202446;0.99802358;8.793797424;-82.02247191;-40.70606986;28.17130609;40.79191961;;;;;;;
1;20111220;1199;1236;1237.25;1198.75;3.0900;0.030859049;9.75;1226.37878;1226.106201;0.272578928;2.331827399;-2.059248471;-1.11844E-06;1.63266E-06;-3.41964E-07;50.37690483;50.35214359;50.56939353;0.459679427;0.389212209;0.943600928;8.467315121;-47.05882353;5.803853261;28.90906994;45.27977551;;;;;;;
1;20111221;1236;1236.25;1249;1223;0.0200;0.000202265;23.75;1227.897429;1226.857594;1.039835641;2.073429047;-1.033593407;-1.68194E-06;1.91224E-06;-6.74152E-07;50.2647958;50.40720414;50.51193985;0.53611667;0.45822285;0.849771226;8.961271427;-46.73202614;34.86502622;28.70127923;47.58268172;;;;;;;
1;20111222;1236;1249;1251;1232.25;1.0300;0.010313448;31;1231.143979;1228.497772;2.646206733;2.187984584;0.458222149;9.34539E-07;3.0756E-06;6.08842E-07;50.38537117;50.4251526;50.54958679;0.717417459;0.480718722;0.911253816;9.853495157;-30.06535948;52.74750161;27.99047357;53.14676223;;;;;;;
0;20111223;1249.5;1260.25;1260.75;1248.75;0.9000;0.009007206;35.2;1235.621828;1230.849789;4.772039279;2.704795523;2.067243756;1.80397E-07;3.62781E-06;5.82651E-07;50.39042219;50.43834964;50.58238262;0.599361458;0.497259345;0.964813882;11.36146701;-15.35947712;90.99871403;26.84829689;58.28685939;;;;;;;
0;20111227;1260.5;1260.25;1264;1256;0.0000;0;61.25;1239.410778;1233.027582;6.383195384;3.440475495;2.942719889;1.66179E-06;2.338E-06;6.96857E-08;50.50697106;50.43834964;50.54803879;0.784986357;0.497259345;0.908725727;13.02899583;-15.35947712;99.99785136;25.50198997;59.77776439;;;;;;;
1;20111228;1260;1244.5;1264.5;1243;-1.2500;-0.01249752;8.5;1240.193735;1233.877391;6.316343952;4.015649187;2.300694765;1.26406E-06;1.67995E-06;-7.30819E-08;50.38187364;50.3018606;50.55983832;0.379495856;0.326189567;0.902661086;14.53883725;-35.94771242;54.43499095;25.21613354;52.87363472;;;;;;;
0;20111229;1244;1257.5;1258.5;1243.75;1.0400;0.010445962;21.25;1242.856237;1235.627214;7.229023384;4.658324026;2.570699357;2.97338E-06;4.32967E-07;1.72826E-07;50.37657462;50.38725113;50.56527527;0.461561687;0.433214563;0.891821136;15.9710929;-10.14492754;62.103945;24.46855257;62.35324205;;;;;;;
1;20111230;1256.75;1252.5;1260.5;1250.75;-0.4000;-0.003976143;3.5;1244.339893;1236.87705;7.462843184;5.219227858;2.243615327;2.30563E-06;3.56064E-07;5.55822E-07;50.2424938;50.24223035;50.5335766;0;0.311943496;0.791106312;17.58488086;-17.39130435;63.85460872;23.41722739;55.15336442;;;;;;;
1;20120103;1274.75;1272;1280;1270.25;1.5600;0.015568862;11.75;1248.595294;1239.47875;9.116544246;5.998691135;3.11785311;3.03921E-06;9.62589E-07;1.30122E-06;50.39924847;50.35015794;50.58731997;0.592696216;0.626115211;0.950686546;19.08339825;-9.467455621;142.6572949;23.708854;59.79310364;;;;;;;
0;20120104;1272;1273;1274.75;1262.75;0.0800;0.000786164;12.75;1252.349864;1241.961805;10.38805882;6.876564672;3.511494146;4.76899E-06;6.29471E-07;1.33695E-06;50.12697235;50.41067658;50.63527392;0;0.930249125;1;20.47487868;-8.284023669;117.3083107;22.87250729;59.11932232;;;;;;;
1;20120105;1273.25;1273;1278;1259.75;0.0000;0;28.5;1255.526808;1244.260931;11.26587726;7.754427189;3.511450068;2.34487E-06;6.29471E-07;1.83843E-06;50.18950728;50.31156103;50.59661401;0.164566162;0.680425011;0.843962824;21.43016114;-8.284023669;110.0304518;22.5423282;58.6532817;;;;;;;
1;20120106;1273.25;1274.25;1282.25;1266.75;0.1000;0.000981932;16.75;1258.407299;1246.482343;11.92495578;8.588532907;3.336422873;2.40376E-06;3.8599E-07;2.03806E-06;50.31504941;50.43649676;50.57367483;0.494941312;0.993788322;0.692813461;22.66288749;-9.221902017;118.9481544;22.03930476;59.93532768;;;;;;;
1;20120109;1274.75;1275.5;1277.75;1267.25;0.1000;0.000980969;23;1261.036946;1248.6318;12.40514601;9.351855528;3.053290483;1.66973E-06;1.29243E-06;2.56438E-06;50.40222465;50.54801699;50.48200042;0.724350607;1;0.23564519;23.83206937;-7.780979827;102.1640467;21.2150687;65.07327343;;;;;;;
1;20120110;1275;1286;1292;1274.5;0.8200;0.008232066;14;1264.877415;1251.399814;13.47760108;10.17700464;3.300596441;1.59582E-06;8.86304E-07;2.90206E-06;50.48664012;50.26837551;50.35025431;0.946497327;0.085501299;0;23.46207957;-6.434316354;124.6444094;20.94970665;63.54652122;;;;;;;
1;20120111;1286;1288.25;1289.5;1279.25;0.1700;0.001749611;15.25;1268.473198;1254.129458;14.34373994;11.0103517;3.333388241;1.72885E-06;1.67726E-06;2.10107E-06;50.52926526;50.37166594;50.45819415;1;0.42328725;0.378710225;23.40897655;-5.434782609;115.7137714;20.18544189;66.15552681;;;;;;;
0;20120112;1288.25;1291.75;1297.5;1280.75;0.2700;0.002716864;18.75;1272.054244;1256.916165;15.13807962;11.83589728;3.302182334;2.90198E-06;2.0599E-06;2.04632E-06;50.48979037;50.48091225;50.56346016;0.901875269;0.780550431;0.748039253;22.63098382;-8.812260536;117.8732113;19.94005318;65.17928241;;;;;;;
1;20120113;1292;1289;1295;1272.75;-0.2100;-0.002128895;14.75;1274.661284;1259.292745;15.36853857;12.54242554;2.82611303;1.93262E-06;2.41667E-06;9.25797E-07;50.18341174;50.26383202;50.44884793;0.140294264;0.070642954;0.345918716;21.90856199;-15.59633028;95.71322375;20.10504939;65.37567205;;;;;;;
1;20120117;1285.25;1289.25;1302.5;1281.25;0.0200;0.000193949;13.75;1276.905701;1261.511801;15.39390056;13.11272054;2.281180015;2.25569E-06;2.2478E-06;9.82507E-07;49.84923646;50.32691172;50.49590259;0;0.276929597;0.511011444;21.81836712;-22.26890756;104.5848611;20.18683157;62.60910385;;;;;;;
