Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R;CCI;ATR;UO;;;;;;;
1;20151209;2059.5;2042;2079.75;2034.25;-0.0081;-0.008136005;-39.5;2071.230671;2067.967402;3.263268647;9.11602263;-5.852753983;-1.06764E-06;-3.00546E-07;-3.19903E-07;50.30705892;50.2390165;50.14073396;1;1;0.997307209;33.83624558;-89.0459364;-79.2062698;28.94847921;44.7629168;;;;;;;
0;20151210;2045.75;2049.25;2067;2043.75;0.0036;0.003550441;-2;2067.849029;2066.580928;1.268101241;7.546438352;-6.278337111;-1.07173E-06;1.23238E-07;-2.49314E-07;50.12138848;50.16018169;50.1174542;0.542424046;0.71593533;0.961289226;35.00792741;-78.79858657;-74.25990968;28.66644498;40.32398514;;;;;;;
1;20151211;2050.75;2009.75;2056.25;2005;-0.0193;-0.019275345;-78.75;2058.910717;2062.371229;-3.460512552;5.345048172;-8.805560723;-1.91537E-06;-8.56515E-08;-5.00258E-07;50.26028402;50.27284513;50.16294329;0.860300294;1;1;36.09591768;-95.25;-191.8536991;30.27955605;36.57309282;;;;;;;
1;20151214;2008;2018.5;2028.25;1992.25;0.0044;0.004353775;-62.5;2052.693683;2059.121509;-6.42782521;2.990473495;-9.418298705;-1.44841E-06;-3.39455E-07;-5.99394E-07;50.12166804;50.14006167;50.09167316;0.204051816;0.476819681;0.893117103;37.10619437;-76.71840355;-215.4376806;30.68815919;42.09250583;;;;;;;
1;20151215;2021.75;2045.5;2054;2019;0.0134;0.01337627;-13.25;2051.586963;2058.112508;-6.525545096;1.087269777;-7.612814873;-1.25136E-06;-1.99416E-08;-4.31828E-07;49.95609471;50.05450581;50.03831887;0;0.139720926;0.813102364;38.89743145;-52.77161863;-110.0451299;31.03186211;40.73598829;;;;;;;
0;20151216;2046;2072;2077;2040;0.0130;0.012955268;30;2054.72743;2059.141211;-4.41378096;-0.01294037;-4.40084059;-1.84932E-07;-6.92052E-08;-1.54776E-07;50.07554895;50.00656718;50.06069065;0.34036016;0;0.846653031;38.45421049;-29.26829268;-24.36552697;31.45815767;45.18246977;;;;;;;
0;20151217;2069.75;2034.25;2082.25;2032.5;-0.0182;-0.018219112;-15;2051.577056;2057.297418;-5.720361413;-1.154424579;-4.565936834;-3.69577E-07;-5.12389E-07;-4.50321E-07;50.11707603;50.09121063;50.10593323;0.458682987;0.317876317;0.91450275;37.6371135;-62.74944568;-63.76316539;32.76471784;39.98395134;;;;;;;
0;20151218;2033.25;2029.72;2040.25;2022;-0.0022;-0.002226865;19.97;2048.214432;2055.254646;-7.040213774;-2.331582418;-4.708631356;-1.3748E-06;-6.80941E-07;-4.85936E-07;50.04566234;50.16741392;50.15450749;0.255204451;0.604055788;0.98734893;36.87838057;-66.76718404;-113.4793757;31.72795228;42.56773998;;;;;;;
1;20151221;1997.25;2015;2019.5;1995.25;-0.0073;-0.007252232;-3.5;2043.10452;2052.27282;-9.168300795;-3.698926093;-5.469374701;-1.56654E-06;-8.12412E-07;-4.45512E-07;50.18065916;50.12132761;50.19858864;0.639849989;0.430979862;1;36.17384285;-79.82261641;-155.3884149;31.92381283;45.72450866;;;;;;;
1;20151222;2017;2036;2036.5;2007.25;0.0104;0.010421836;-9.5;2042.011517;2051.067426;-9.055909705;-4.770322815;-4.285586889;-5.13358E-07;-5.53985E-07;-3.0978E-07;50.2224109;50.13942383;50.16233815;0.75881295;0.498939734;0.925782925;34.18128936;-57.62711864;-92.82037624;31.7328262;53.99267393;;;;;;;
0;20151223;2034;2053;2057.75;2030.75;0.0083;0.008349705;-19;2043.702052;2051.21058;-7.508527401;-5.317963733;-2.190563669;2.93899E-07;-3.84011E-07;-1.01324E-07;50.28919591;50.1611415;50.1628684;1;0.580499889;0.909114976;33.51075458;-41.1622276;-29.3025758;31.39476718;55.1637928;;;;;;;
0;20151224;2052.75;2051.25;2059.75;2049;-0.0009;-0.000852411;17;2044.863275;2051.2135;-6.350224715;-5.524415929;-0.825808786;7.95071E-08;-4.95591E-07;1.08581E-07;50.20876535;50.06722267;50.15414308;0.758540152;0.227790122;0.847949684;33.59120012;-42.85714286;-5.448957608;29.92014096;52.22130221;;;;;;;
1;20151228;2051.25;2048.75;2054.5;2035.25;-0.0012;-0.001218769;19.03;2045.461233;2051.031018;-5.569785576;-5.533489858;-0.036295717;9.6095E-07;-4.5898E-07;2.64303E-07;50.11279668;50.11666873;50.12960671;0.470433504;0.413483544;0.759730399;33.66589955;-37.22222222;-23.38944297;29.15798803;51.11265407;;;;;;;
0;20151229;2049.75;2072.75;2074.5;2047.5;0.0117;0.01171446;57.75;2049.659505;2052.639832;-2.980327156;-5.022857318;2.042530162;1.30494E-06;-5.27791E-08;2.146E-07;50.24508486;50.2034452;50.14956036;0.867574631;0.739370359;0.829230554;32.36366553;-10.55555556;48.25956555;29.00384603;64.38470884;;;;;;;
0;20151230;2072;2054.5;2075;2053.5;-0.0088;-0.008804728;18.5;2050.404196;2052.777622;-2.373425805;-4.492971015;2.11954521;2.36902E-07;-5.04489E-07;6.57312E-08;50.23827397;50.18149563;50.167008;0.79090383;0.656939307;0.85089046;31.42051872;-30.83333333;43.78095189;28.46785703;62.27718609;;;;;;;
0;20151231;2055.25;2035.5;2057.75;2030.25;-0.0092;-0.009247992;-17.5;2048.111243;2051.497798;-3.386555222;-4.271687856;0.885132635;-8.51688E-07;-5.19968E-07;-3.3086E-07;50.18928507;50.18099066;50.17189247;0.589745103;0.655042889;0.863078198;30.54473953;-51.94444444;-29.17501923;28.39872438;57.24694334;;;;;;;
0;20160104;2037.75;2009;2043.5;1980.25;-0.0130;-0.013018914;-42.25;2042.094129;2048.349813;-6.255684477;-4.668487181;-1.587197297;-6.04077E-07;-4.8915E-07;-5.47245E-07;50.23356282;50.18214248;50.22222653;0.771558836;0.891797349;1;29.731516;-71.81372549;-137.2763549;30.88810121;50.1796306;;;;;;;
0;20160105;2009;2011.75;2017;1992.25;0.0014;0.00136884;-37;2037.425801;2045.638716;-8.212914698;-5.377372684;-2.835542014;-4.24516E-07;-9.058E-07;-5.99521E-07;50.09448706;50.16841686;50.15054423;0;0.82208098;0.630841957;29.54875578;-69.11764706;-133.365487;30.44966541;49.21482422;;;;;;;
0;20160106;2010.75;1986;2013.25;1970.5;-0.0128;-0.012799801;-86.75;2029.514139;2041.221033;-11.70689376;-6.6432769;-5.063616863;-7.09354E-07;-1.14938E-06;-7.85968E-07;50.15391538;50.24237268;50.2211108;0.305216329;1;0.99425411;29.37904985;-86.12975391;-169.0820222;31.32826074;49.91235983;;;;;;;
0;20160107;1987.75;1933;1991;1928.5;-0.0267;-0.026686808;-121.5;2014.66581;2033.20466;-18.53885008;-9.022391536;-9.516458545;-2.64855E-06;-1.59463E-06;-1.27185E-06;50.35661332;50.29138051;50.27479598;1;1;1;29.22146578;-97.07317073;-242.0482208;33.55481354;41.14639564;;;;;;;
0;20160108;1936.5;1911.5;1964.75;1910;-0.0111;-0.011122607;-124;1998.794147;2024.1895;-25.39535318;-12.29698386;-13.09836931;-3.69703E-06;-1.69069E-06;-1.5073E-06;50.47655828;50.44377687;50.32695023;1;1;1;29.07513771;-99.09090909;-238.776049;35.06875543;32.3040269;;;;;;;
1;20160111;1909.25;1914.25;1929;1892.5;0.0014;0.001438661;-94.75;1985.787355;2016.045834;-30.25847836;-15.88928276;-14.3691956;-3.57203E-06;-1.74342E-06;-1.54472E-06;50.03366061;50.15668829;50.1257541;0;0.237590294;0.302930472;28.93926165;-88.08219178;-218.2826609;35.17098719;34.89327806;;;;;;;
0;20160112;1913.5;1925;1940.25;1899;0.0056;0.005615776;-86.75;1976.435455;2009.301698;-32.86624335;-19.28467488;-13.58156847;-3.19704E-06;-1.08716E-06;-1.39134E-06;49.90788417;49.98049709;50.04602405;0;0;0.026695577;27.73539641;-82.19178082;-162.8118382;35.60520239;37.63243251;;;;;;;
1;20160113;1922.5;1881.5;1946.5;1878;-0.0226;-0.022597403;-104.5;1961.83;1999.834905;-38.00490546;-23.028721;-14.97618446;-5.0946E-06;-1.82851E-06;-1.73696E-06;49.71112999;50.065725;50.18213441;0;0.183966401;0.498267188;26.08690626;-98.22335025;-159.3103105;37.95483079;31.46873559;;;;;;;
0;20160114;1883.75;1914.5;1927.5;1871;0.0175;0.017539197;-18.5;1954.548462;1993.513801;-38.96533981;-26.21604476;-12.74929505;-3.63077E-06;-1.68827E-06;-1.57118E-06;49.76874352;49.71623968;49.99124157;0.075269668;0;0;24.55616541;-78.67647059;-129.434051;39.27948573;35.22758359;;;;;;;
0;20160115;1913.5;1875;1921;1849.25;-0.0206;-0.020632019;-36.5;1942.310237;1984.735001;-42.42476456;-29.45778872;-12.96697584;-4.3144E-06;-2.6195E-06;-1.81445E-06;50.11239339;49.96346308;50.13380893;0.524233823;0.339808608;0.424675842;23.13476319;-88.59357697;-134.8642042;41.59880818;34.19953113;;;;;;;
0;20160117;1869.75;1868.88;1873;1860;-0.0033;-0.003264;-45.37;1931.013277;1976.153149;-45.1398721;-32.5942054;-12.54566671;-3.80657E-06;-2.22797E-06;-1.6194E-06;50.41631085;50.21831213;50.26039485;0.921289261;0.690098676;0.801746616;22.66367015;-91.30454042;-129.5816606;39.69889331;37.97087127;;;;;;;
0;20160118;1869;1874.25;1890;1865.75;0.0029;0.002873379;-50.75;1922.280465;1968.604768;-46.32430255;-35.34022483;-10.98407772;-3.71539E-06;-2.08552E-06;-1.88663E-06;49.96969152;49.70874994;50.0380882;0.337799806;0;0.139545497;21.32094682;-88.92580288;-103.9848149;38.59540093;41.62193865;;;;;;;
0;20160119;1869.75;1873;1907.5;1856.25;-0.0007;-0.000666933;-8.5;1914.698855;1961.522933;-46.82407794;-37.63699545;-9.187082491;-3.07009E-06;-1.91112E-06;-1.83585E-06;50.21751267;49.96856725;50.18325262;0.661567759;0.353479995;0.571957388;21.19034224;-88.60911271;-90.29794582;39.49930086;39.32029882;;;;;;;
1;20160120;1871.75;1855;1878.5;1804.25;-0.0096;-0.009610251;-59.5;1905.514416;1953.632346;-48.11792957;-39.73318227;-8.384747293;-2.17931E-06;-2.46961E-06;-1.83422E-06;50.39001395;50.22966076;50.32626989;0.886933464;0.708696241;0.997973423;21.06906657;-78.78787879;-110.5355344;41.98149366;42.0641058;;;;;;;
1;20160121;1854.75;1861;1883.25;1836.25;0.0032;0.003234501;-14;1898.666044;1946.77069;-48.10464603;-41.40747502;-6.697171006;-1.40081E-06;-2.59908E-06;-1.62465E-06;50.35988023;50.24649761;50.24475367;0.919977093;0.731602683;0.755155082;20.3598485;-73.32549941;-89.16755762;42.3399584;47.85517973;;;;;;;
0;20160122;1858.5;1899.25;1902.25;1855.75;0.0206;0.020553466;30.37;1898.755884;1943.250639;-44.49475556;-42.02493113;-2.469824425;-3.6616E-07;-1.9832E-06;-1.29351E-06;50.32033135;50.00074639;50.09925257;0.863893778;0.397259538;0.321740286;20.61531763;-54.54545455;-58.68353772;42.63710423;51.12563661;;;;;;;
1;20160125;1899.5;1870.25;1904.25;1855.75;-0.0153;-0.015269185;-4;1894.370363;1937.843184;-43.47282136;-42.31450918;-1.158312184;-1.48853E-06;-2.38958E-06;-1.24217E-06;50.22146943;50.19205599;50.20366211;0.723700071;0.657535159;0.632752633;20.71393391;-64.65863454;-63.7418406;43.0558825;51.92483591;;;;;;;
0;20160126;1871.75;1896;1899.75;1851.25;0.0138;0.013768213;23;1894.621076;1934.743689;-40.12261284;-41.87612991;1.753517066;4.49703E-07;-2.30297E-06;-1.05978E-06;50.27377785;50.28221707;50.08420434;0.779894696;0.780198806;0.276915036;20.80550617;-42.83489097;-53.7358166;43.44474803;55.78933378;;;;;;;
1;20160127;1885.25;1875;1910;1864.5;-0.0111;-0.011075949;20;1891.602449;1930.318231;-38.71578152;-41.24406023;2.528278709;-1.0714E-06;-2.38933E-06;-1.50636E-06;50.17461116;50.35178116;50.06207295;0.458823933;1;0.210990631;21.48883683;-50.26362039;-48.47710664;43.59155174;53.38328623;;;;;;;
1;20160128;1880;1880.75;1902.5;1865.75;0.0031;0.003066667;19.75;1889.932842;1926.64651;-36.71366831;-40.33798185;3.624313541;1.9194E-07;-2.05464E-06;-1.67701E-06;50.18428678;50.28865954;49.85804285;0.480488072;0.901837407;0;22.17703055;-46.22144112;-44.19401631;43.10286948;55.80834983;;;;;;;
0;20160129;1878.75;1930;1933;1876.5;0.0262;0.026186362;30.75;1896.09702;1926.894917;-30.79789677;-38.42996483;7.632068059;1.71297E-06;-9.86526E-07;-8.67285E-07;50.29128259;50.29809087;49.90226955;0.765105648;0.916504385;0.094318626;20.74687348;-11.59929701;23.05625426;44.05980737;58.88246734;;;;;;;
0;20160201;1929.75;1931.25;1940;1912.5;0.0006;0.000647668;61;1901.505171;1927.217515;-25.71234476;-35.88644082;10.17409606;1.59661E-06;-1.00456E-06;-8.17109E-07;50.41660907;50.38288382;49.9536375;1;1;0.203866809;20.95121859;-6.445672192;74.35586598;42.87696399;60.89631062;;;;;;;
1;20160202;1928.5;1897.5;1929.25;1889;-0.0175;-0.017475728;1.5;1900.888991;1925.016218;-24.12722742;-33.53459814;9.407370716;7.39171E-07;-1.14564E-06;-1.01124E-06;50.33478878;50.29914204;50.04813843;0.661896692;0.875778718;0.405401115;21.14096762;-31.30755064;33.54990363;42.83218085;53.7474716;;;;;;;
0;20160203;1895;1908.5;1912.25;1865;0.0058;0.005797101;33.5;1902.059915;1923.792794;-21.73287934;-31.17425438;9.441375038;1.54221E-06;-2.88003E-07;-1.08618E-06;50.26504826;50.3229117;49.93067438;0.373710243;0.911038271;0.154895265;21.31716316;-23.20441989;13.15346699;43.14773936;60.70318811;;;;;;;
0;20160204;1907.75;1907.75;1922.25;1890.25;-0.0004;-0.000392979;27;1902.935313;1922.604439;-19.66912652;-28.87322881;9.204102286;1.35267E-06;-6.90488E-09;-1.23937E-06;50.26348725;50.23660611;49.83557014;0.367259764;0.783013858;0;22.35995545;-23.75690608;62.44870573;42.35147226;58.00016397;;;;;;;
0;20160205;1905.25;1875.25;1914.5;1865.75;-0.0170;-0.017035775;-54.75;1898.676034;1919.096703;-20.42066917;-27.18271688;6.762047712;-6.28375E-07;-4.9961E-07;-1.54851E-06;50.31822794;50.28911018;49.96953088;0.593462886;0.7736667;0.272621411;23.32826258;-47.69797422;-16.29363465;42.80850996;55.76374672;;;;;;;
0;20160208;1876.25;1852;1884.5;1821.75;-0.0124;-0.012398347;-79.25;1891.495106;1914.126577;-22.63147131;-26.27246777;3.640996459;-4.81251E-07;-9.92225E-07;-1.76917E-06;50.36667722;50.32905312;50.1201404;0.793668247;0.859132619;0.57912452;24.22740492;-64.82504604;-142.0590766;44.2329021;55.75690454;;;;;;;
0;20160209;1849.75;1848.25;1863.75;1825.75;-0.0020;-0.002024838;-49.25;1884.842012;1909.24683;-24.40481804;-25.89893782;1.494119781;-1.33671E-06;-4.37696E-07;-2.02055E-06;50.48390999;50.3419054;50.00789642;1;0.892765232;0.350698539;25.20373957;-77.58985201;-153.5220863;43.78769481;51.12017503;;;;;;;
0;20160210;1850;1846.75;1877.75;1838.5;-0.0008;-0.000811579;-61.75;1878.981703;1904.617436;-25.63573279;-25.84629681;0.21056402;-7.81993E-07;-9.34892E-07;-1.87792E-06;50.54672789;50.47670236;50.15929554;1;1;0.65880853;25.08298461;-78.85835095;-105.3721882;43.46357375;47.92787101;;;;;;;
1;20160211;1842.25;1824.5;1847.25;1802.5;-0.0120;-0.012048193;-83.25;1870.599902;1898.682811;-28.08290837;-26.29361913;-1.789289243;-1.61997E-06;-7.11055E-07;-1.95198E-06;50.77456887;50.56862742;50.31400435;1;1;0.973654038;24.97085501;-84;-181.9472234;43.55546134;48.9759434;;;;;;;
1;20160212;1827.25;1858.25;1860.75;1822.5;0.0185;0.018498219;-17;1868.699917;1895.687788;-26.98787033;-26.43246937;-0.555400966;-2.00428E-06;-1.12584E-07;-1.35117E-06;50.46177981;50.46349558;50.3538219;0.387986091;0.683358138;1;25.67173814;-59.45454545;-95.6254703;43.17649982;50.19782588;;;;;;;
1;20160214;1865.75;1869.5;1871;1865.25;0.0061;0.006054083;17.5;1868.823007;1893.747952;-24.92494457;-26.13096441;1.206019834;-1.70302E-06;-2.68381E-08;-1.2595E-06;50.1893849;50.40534255;50.21004418;0;0.50820966;0.722571663;27.50239621;-51.27272727;-24.06509236;41.0031784;51.70634364;;;;;;;
0;20160215;1869.38;1883.25;1890;1868;0.0074;0.007354908;35;1871.042544;1892.970326;-21.92778115;-25.29032776;3.362546606;-3.72091E-07;1.86336E-07;-8.93569E-07;50.2780409;50.39808463;50.28414737;0.151501064;0.486349876;0.865558516;28.03383268;-41.27272727;13.29316314;39.64580851;55.08734681;;;;;;;
1;20160216;1865.25;1888.75;1892.75;1865;0.0029;0.002920483;42;1873.766768;1892.657709;-18.89094051;-24.01045031;5.1195098;-5.2331E-07;5.17514E-07;-3.68447E-07;50.2122935;50.41316034;50.32955063;0.039147673;0.531755729;0.953167024;28.36756454;-37.27272727;14.19811456;38.79610791;58.86327442;;;;;;;
0;20160217;1888.25;1922.75;1928;1881.5;0.0180;0.018001324;98.25;1881.30265;1894.886767;-13.58411732;-21.92518371;8.341066391;4.4261E-07;8.92366E-07;1.42969E-07;50.47069379;50.39949837;50.3907594;0.480718712;0.490607848;1;26.91261546;-12.54545455;103.7941311;39.34638591;64.22395758;;;;;;;
0;20160218;1926.75;1916.5;1933.5;1911.25;-0.0033;-0.003250553;58.25;1886.717627;1896.487748;-9.770120605;-19.49417109;9.724050483;1.16335E-06;2.74247E-07;6.1877E-08;50.35942385;50.23190863;50.33256869;0.290573491;0;0.895187624;26.5126929;-12.97709924;122.247167;38.12521549;65.33292109;;;;;;;
1;20160219;1917.5;1914.5;1922.75;1898.5;-0.0010;-0.001043569;45;1890.991838;1897.821989;-6.830150296;-16.96136693;10.13121663;1.75765E-06;6.46057E-07;-5.40042E-08;50.19176477;50.20353232;50.26925439;0.004066865;0;0.78114668;26.14133624;-14.50381679;84.39681398;37.13412867;67.99940816;;;;;;;
0;20160222;1911;1936.25;1943.75;1908.25;0.0114;0.011360669;53;1897.954632;1900.668508;-2.713875549;-14.11186865;11.3979931;2.42922E-06;5.76629E-07;5.31205E-07;50.23300552;50.26468197;50.3130792;0.074541717;0.167489629;0.860083391;24.87856862;-5.309734513;117.9226151;37.01740519;68.39806428;;;;;;;
1;20160223;1934;1916;1938;1913.75;-0.0105;-0.01045836;27.25;1900.730843;1901.804174;-1.073331226;-11.50416117;10.43082994;1.95141E-06;5.9884E-07;4.97353E-08;50.00330164;50.25092282;50.26100008;0;0.129803143;0.766279122;23.89568826;-19.6460177;87.83306581;36.10544768;63.01823608;;;;;;;
1;20160224;1914;1930.25;1933.75;1886.75;0.0074;0.00743737;7.5;1905.272252;1903.911272;1.360979355;-8.931133063;10.29211242;2.94649E-06;7.07635E-07;5.34096E-07;49.77402117;50.32282496;50.29046408;0;0.326743995;0.819349325;22.98301365;-9.557522124;66.39761253;36.88362999;67.45164128;;;;;;;
0;20160225;1933;1950.5;1951.5;1920.25;0.0105;0.010490869;34;1912.230367;1907.362289;4.868077624;-6.171290926;11.03936855;2.50537E-06;2.97943E-07;7.63617E-07;49.94696586;50.35936751;50.32679739;0.248243835;0.426834515;0.884792419;23.2153316;-0.67114094;116.5804385;36.48122785;70.84347292;;;;;;;
0;20160226;1949;1942.75;1968.75;1941.25;-0.0040;-0.00397334;28.25;1916.925695;1909.983601;6.942093901;-3.54861396;10.49070786;1.99922E-06;1.80202E-07;6.49188E-07;49.9503718;50.15055533;50.29179238;0.253132715;0;0.821741829;23.9737222;-15.63909774;133.0215492;35.83971157;62.91865704;;;;;;;
1;20160229;1943;1929.5;1956.25;1926.5;-0.0068;-0.006820229;-6.75;1918.860203;1911.42926;7.430943191;-1.35270253;8.783645721;1.27829E-06;4.57561E-07;5.47344E-07;50.02402878;49.96912349;50.24178184;0.358859532;0;0.731663467;24.67794204;-23.60902256;93.90283665;35.40473217;58.83250557;;;;;;;
0;20160301;1928;1978;1978.5;1920.75;0.0251;0.025136046;62;1927.958634;1916.360426;11.59820753;1.237479481;10.36072805;2.37008E-06;9.35192E-07;1.11947E-06;50.25469308;49.85933398;50.27502828;0.689953777;0;0.791546546;24.25793471;-0.320512821;122.5808054;37.00082273;65.22506321;;;;;;;
1;20160302;1976.25;1983.5;1984.75;1966.25;0.0028;0.002780586;53.25;1936.503459;1921.333728;15.16973135;4.023929855;11.1458015;1.59614E-06;1.0126E-06;1.10874E-06;50.41048575;50.04053968;50.37515329;1;0.327188651;0.97189048;25.01830014;-1.043841336;139.9988664;35.67933539;65.92086209;;;;;;;
0;20160303;1981.75;1990.5;1992.5;1974.75;0.0035;0.003529115;40;1944.810619;1926.457155;18.3534639;6.889836665;11.46362724;1.93113E-06;1.52561E-06;8.19745E-07;50.46064796;50.21435719;50.44947456;1;0.641037027;1;25.90276877;-1.568627451;135.8670238;34.39866858;70.11652592;;;;;;;
0;20160304;1991;1995;2007.5;1984;0.0023;0.002260739;52.25;1952.532063;1931.534403;20.99765934;9.711401199;11.28625814;2.0924E-06;1.88957E-06;1.11079E-06;50.47320154;50.37381611;50.489001;1;0.928959253;1;26.05702509;-8.771929825;139.9056347;33.62019225;64.9323887;;;;;;;
0;20160307;1994.5;1999;2004.5;1984.5;0.0020;0.002005013;69.5;1959.680976;1936.531855;23.14912118;12.3989452;10.75017598;1.6202E-06;1.98658E-06;9.12419E-07;50.58690456;50.5301368;50.56753549;1;1;1;26.21276918;-6.746031746;129.0649536;32.64732138;63.49230418;;;;;;;
1;20160308;1999;1981;2000.25;1976;-0.0090;-0.009004502;3;1962.960826;1939.825791;23.13503435;14.54616303;8.58887132;1.70831E-06;1.79785E-06;9.55565E-07;50.30775108;50.4739033;50.45981988;0.656588532;0.91616985;0.852840553;26.3573887;-21.94616977;100.9088623;32.04751271;63.8230916;;;;;;;
0;20160309;1981.75;1989;1994;1978;0.0040;0.004038364;5.5;1966.966853;1943.468325;23.49852718;16.33663586;7.161891321;1.53055E-06;2.195E-06;9.68006E-07;50.41374574;50.45654476;50.54209321;0.729413426;0.890292585;0.965241135;26.54890725;-15.32091097;94.85119731;30.9012618;68.85886829;;;;;;;
1;20160310;1990;1988.75;2010.25;1967.25;-0.0001;-0.000125691;-1.75;1970.318106;1946.822524;23.4955825;17.76842518;5.727157318;9.96913E-07;1.72705E-06;5.27113E-07;50.36289982;50.26559899;50.46158692;0.648086081;0.605639978;0.855254652;25.90645851;-17.40890688;89.44825894;31.76545739;60.95126364;;;;;;;
0;20160311;1988.5;2020;2022.25;1987.5;0.0157;0.015713388;25;1977.961474;1952.243077;25.71839699;19.35841955;6.359977444;1.95608E-06;1.93942E-06;7.67568E-07;50.34286419;50.38326109;50.53301737;0.566440087;0.781044881;0.952841857;25.93820336;-1.660516605;117.7526083;31.978639;62.45657964;;;;;;;
0;20160314;2019.25;2018.75;2024.5;2012;-0.0006;-0.000618812;19.75;1984.236632;1957.169516;27.06711607;20.90015885;6.166957217;2.26448E-06;1.74313E-06;1.04638E-06;49.96747608;50.12139912;50.41950447;0;0.390673885;0.797762249;26.60972966;-4.174228675;121.4026504;30.58730764;59.57996293;;;;;;;
1;20160315;2019;2015.75;2019.5;2004.5;-0.0015;-0.001486068;34.75;1989.084843;1961.508811;27.5760314;22.23533336;5.34069804;9.47148E-07;1.63642E-06;9.27502E-07;49.93875966;50.1105306;50.35922204;0;0.374471619;0.715405313;27.23328978;-8.393285372;101.8645069;29.47392853;63.34499378;;;;;;;
1;20160316;2016.25;2027;2032.25;2006.5;0.0056;0.005581049;38;1994.917944;1966.36001;28.55793337;23.49985336;5.058080007;1.08005E-06;1.32097E-06;1.02059E-06;50.02939417;50.23048234;50.41388657;0.139836797;0.553289797;0.743063976;27.14906888;-4.708520179;108.8747346;29.20793363;66.26223234;;;;;;;
1;20160317;2026.75;2039.75;2046.75;2015.75;0.0063;0.006290084;51;2001.815183;1971.796306;30.01887727;24.80365814;5.215219123;1.20866E-06;1.54658E-06;1.3954E-06;50.13161379;50.19636516;50.43632053;0.297547858;0.502429574;0.76553645;26.3729425;-5.555555556;123.0737621;29.33593837;69.69503801;;;;;;;
0;20160318;2041.5;2050.07;2048.75;2037;0.0051;0.005059444;30.07;2009.239001;1977.594357;31.64464383;26.17185528;5.472788546;1.33909E-06;1.68764E-06;1.67224E-06;50.24541884;50.07633641;50.42614281;0.473133684;0.323496597;0.747350234;26.30405335;1.03125;137.8488991;28.07979992;71.83499898;;;;;;;
0;20160321;2036.5;2042.75;2044.5;2031;-0.0036;-0.00357061;24;2014.394539;1982.420701;31.97383821;27.33225187;4.641586344;1.07094E-06;1.32822E-06;1.653E-06;50.19536188;50.0127424;50.21692303;0.540231028;0;0.14116082;26.24008484;-7.272727273;118.0569344;27.43624278;74.55637851;;;;;;;
0;20160322;2043.25;2042.5;2047.5;2028.75;-0.0001;-0.000122384;26.75;2018.718456;1986.87102;31.84743679;28.23528885;3.612147942;1.50594E-06;1.58141E-06;1.66445E-06;50.04279857;49.98601702;50.00810424;0.219035706;0;0;26.02362096;-7.668711656;108.4216689;26.81579687;72.47111548;;;;;;;
0;20160323;2043;2028.75;2045.25;2025.25;-0.0067;-0.006731946;1.75;2020.261771;1989.973166;30.28860449;28.64595198;1.642652515;9.8526E-07;1.24291E-06;1.76308E-06;50.13963245;50.00277994;49.7920614;0.473600007;0.030807403;0;25.82261878;-24.5398773;85.69605983;26.32895423;67.46700492;;;;;;;
0;20160324;2028;2028.5;2030.25;2012.25;-0.0001;-0.000123229;-11.25;2021.529191;1992.827006;28.70218484;28.65719855;0.044986285;9.85502E-07;9.8144E-07;1.4573E-06;50.05789052;50.03044682;49.8205953;0.294802093;0.081654443;0.036795422;25.6359739;-24.84662577;55.78954648;25.73402893;70.33738494;;;;;;;
1;20160328;2030.25;2028;2039.75;2022;-0.0002;-0.000246488;-22.07;2022.5247;1995.432413;27.09228699;28.34421624;-1.251929252;1.98769E-07;1.07357E-06;1.3541E-06;50.11865475;50.0710498;49.85713754;0.586628718;0.174288129;0.083917872;25.8271091;-25.4601227;65.76862488;25.16374115;65.76872107;;;;;;;
1;20160329;2027.75;2047.5;2049.25;2019.25;0.0096;0.009615385;4.75;2026.367054;1999.289271;27.07778255;28.0909295;-1.01314695;6.96715E-07;1.4647E-06;1.37801E-06;50.1232568;50.05758445;49.98681247;0.60163577;0.15210034;0.251138073;25.40724145;-2.134146341;85.4954894;25.50918821;69.54097611;;;;;;;
0;20160330;2048.5;2055.25;2064.5;2046.75;0.0038;0.003785104;12.75;2030.810584;2003.43451;27.37607358;27.94795832;-0.571884739;9.50561E-07;9.39753E-07;1.38683E-06;50.12032818;50.19327036;50.11758101;0.420942703;0.521727968;0.419768518;25.98295242;-9.511568123;129.3451882;24.95496048;64.77794156;;;;;;;
1;20160331;2055.5;2051.5;2059.75;2047.25;-0.0018;-0.001824596;22.75;2033.993571;2006.994917;26.99865403;27.75809746;-0.759443431;5.91312E-07;8.29231E-07;1.06723E-06;50.13637835;50.09658461;50.12205644;0.461848058;0.278336684;0.425539737;26.53320325;-16.88311688;112.053027;24.06532045;62.95115766;;;;;;;
0;20160401;2052.75;2065;2067;2035.25;0.0066;0.006580551;36.5;2038.763791;2011.29159;27.47220106;27.70091818;-0.228717121;6.01512E-07;8.97695E-07;1.21895E-06;50.21331042;50.18833028;50.10762949;0.841534016;0.827574508;0.406935698;26.57678193;-3.2;112.7250323;24.61422613;67.0241776;;;;;;;
